workload,owner,schema,table,index,idx_scan,idx_tup_read,idx_tup_fetch,index_size,table_size,advisor_reported,migration_version,migration_path,review_status,approved_to_drop,approval_reason,approved_by,reviewed_routes_or_jobs,stats_window_checked_at,rollback_sql,drop_sql
core catalog/media candidates,catalog/media owner,core,admin_operations,idx_admin_operations_parent_id,0,0,0,8192 bytes,40 MB,True,20260408000000,supabase/migrations/20260408000000_admin_sub_operations.sql,drop_review_required,no,,,,,"CREATE INDEX idx_admin_operations_parent_id ON core.admin_operations USING btree (parent_operation_id, created_at) WHERE (parent_operation_id IS NOT NULL);","DROP INDEX CONCURRENTLY IF EXISTS ""core"".""idx_admin_operations_parent_id"";"
core catalog/media candidates,catalog/media owner,core,admin_operations,idx_admin_operations_worker_heartbeat,0,0,0,128 kB,40 MB,True,0173,supabase/migrations/0173_remote_job_plane_claims.sql,drop_review_required,no,,,,,"CREATE INDEX idx_admin_operations_worker_heartbeat ON core.admin_operations USING btree (claimed_by_worker_id, heartbeat_at) WHERE (claimed_by_worker_id IS NOT NULL);","DROP INDEX CONCURRENTLY IF EXISTS ""core"".""idx_admin_operations_worker_heartbeat"";"
core catalog/media candidates,catalog/media owner,core,bravotv_image_runs,idx_bravotv_image_runs_mode_created_at,0,0,0,8192 bytes,56 kB,True,0203,supabase/migrations/0203_bravotv_image_runs.sql,drop_review_required,no,,,,,"CREATE INDEX idx_bravotv_image_runs_mode_created_at ON core.bravotv_image_runs USING btree (mode, created_at DESC);","DROP INDEX CONCURRENTLY IF EXISTS ""core"".""idx_bravotv_image_runs_mode_created_at"";"
core catalog/media candidates,catalog/media owner,core,bravotv_image_runs,idx_bravotv_image_runs_person_created_at,0,0,0,8192 bytes,56 kB,True,0203,supabase/migrations/0203_bravotv_image_runs.sql,drop_review_required,no,,,,,"CREATE INDEX idx_bravotv_image_runs_person_created_at ON core.bravotv_image_runs USING btree (target_person_id, created_at DESC) WHERE (target_person_id IS NOT NULL);","DROP INDEX CONCURRENTLY IF EXISTS ""core"".""idx_bravotv_image_runs_person_created_at"";"
core catalog/media candidates,catalog/media owner,core,bravotv_image_runs,idx_bravotv_image_runs_status_created_at,0,0,0,8192 bytes,56 kB,True,0203,supabase/migrations/0203_bravotv_image_runs.sql,drop_review_required,no,,,,,"CREATE INDEX idx_bravotv_image_runs_status_created_at ON core.bravotv_image_runs USING btree (status, created_at DESC);","DROP INDEX CONCURRENTLY IF EXISTS ""core"".""idx_bravotv_image_runs_status_created_at"";"
core catalog/media candidates,catalog/media owner,core,cast_fandom,core_cast_fandom_source_idx,0,0,0,16 kB,464 kB,True,0041,supabase/migrations/0041_create_cast_fandom_and_extend_cast_photos.sql,drop_review_required,no,,,,,CREATE INDEX core_cast_fandom_source_idx ON core.cast_fandom USING btree (source);,"DROP INDEX CONCURRENTLY IF EXISTS ""core"".""core_cast_fandom_source_idx"";"
core catalog/media candidates,catalog/media owner,core,cast_photos,cast_photos_hosted_at_idx,0,0,0,952 kB,97 MB,True,0043,supabase/migrations/0043_cast_photos_add_hosted_fields.sql,drop_review_required,no,,,,,CREATE INDEX cast_photos_hosted_at_idx ON core.cast_photos USING btree (hosted_at) WHERE (hosted_at IS NOT NULL);,"DROP INDEX CONCURRENTLY IF EXISTS ""core"".""cast_photos_hosted_at_idx"";"
core catalog/media candidates,catalog/media owner,core,cast_photos,cast_photos_person_gallery_idx,0,0,0,1136 kB,97 MB,True,0134,supabase/migrations/0134_optimize_cast_role_members.sql,drop_review_required,no,,,,,"CREATE INDEX cast_photos_person_gallery_idx ON core.cast_photos USING btree (person_id, gallery_index) WHERE (gallery_index IS NOT NULL);","DROP INDEX CONCURRENTLY IF EXISTS ""core"".""cast_photos_person_gallery_idx"";"
core catalog/media candidates,catalog/media owner,core,cast_photos,cast_photos_person_hosted_gallery_idx,0,0,0,0 bytes,97 MB,True,20260325140500,supabase/migrations/20260325140500_add_cast_photos_person_hosted_gallery_idx.sql,drop_review_required,no,,,,,"CREATE INDEX cast_photos_person_hosted_gallery_idx ON core.cast_photos USING btree (person_id, gallery_index) WHERE (hosted_url IS NOT NULL);","DROP INDEX CONCURRENTLY IF EXISTS ""core"".""cast_photos_person_hosted_gallery_idx"";"
core catalog/media candidates,catalog/media owner,core,cast_tmdb,idx_cast_tmdb_imdb_id,0,0,0,40 kB,288 kB,True,0044,supabase/migrations/0044_create_cast_tmdb.sql,drop_review_required,no,,,,,CREATE INDEX idx_cast_tmdb_imdb_id ON core.cast_tmdb USING btree (imdb_id) WHERE (imdb_id IS NOT NULL);,"DROP INDEX CONCURRENTLY IF EXISTS ""core"".""idx_cast_tmdb_imdb_id"";"
