workload,owner,schema,table,index,idx_scan,idx_tup_read,idx_tup_fetch,index_size,table_size,advisor_reported,migration_version,migration_path,review_status,approved_to_drop,approval_reason,approved_by,reviewed_routes_or_jobs,stats_window_checked_at,rollback_sql,drop_sql
ml/screenalytics candidates,screenalytics/ml owner,ml,face_reference_embeddings,ml_face_reference_embeddings_contract_status_idx,0,0,0,8192 bytes,56 kB,True,20260403021500,supabase/migrations/20260403021500_face_reference_identity_reset_phase2.sql,drop_review_required,no,,,,,"CREATE INDEX ml_face_reference_embeddings_contract_status_idx ON ml.face_reference_embeddings USING btree (provider, model_name, embedding_status);","DROP INDEX CONCURRENTLY IF EXISTS ""ml"".""ml_face_reference_embeddings_contract_status_idx"";"
ml/screenalytics candidates,screenalytics/ml owner,ml,face_reference_embeddings,ml_face_reference_embeddings_embedding_hnsw_idx,0,0,0,16 kB,56 kB,True,20260403021500,supabase/migrations/20260403021500_face_reference_identity_reset_phase2.sql,drop_review_required,no,,,,,CREATE INDEX ml_face_reference_embeddings_embedding_hnsw_idx ON ml.face_reference_embeddings USING hnsw (embedding vector_cosine_ops) WHERE ((embedding IS NOT NULL) AND (embedding_status = 'ready'::text));,"DROP INDEX CONCURRENTLY IF EXISTS ""ml"".""ml_face_reference_embeddings_embedding_hnsw_idx"";"
ml/screenalytics candidates,screenalytics/ml owner,ml,face_reference_embeddings,ml_face_reference_embeddings_reference_idx,0,0,0,8192 bytes,56 kB,True,20260402183000,supabase/migrations/20260402183000_create_ml_retained_runtime_tables.sql,drop_review_required,no,,,,,"CREATE INDEX ml_face_reference_embeddings_reference_idx ON ml.face_reference_embeddings USING btree (reference_image_id, embedding_status);","DROP INDEX CONCURRENTLY IF EXISTS ""ml"".""ml_face_reference_embeddings_reference_idx"";"
ml/screenalytics candidates,screenalytics/ml owner,ml,face_reference_images,ml_face_reference_images_person_idx,0,0,0,8192 bytes,64 kB,True,20260402183000,supabase/migrations/20260402183000_create_ml_retained_runtime_tables.sql,drop_review_required,no,,,,,"CREATE INDEX ml_face_reference_images_person_idx ON ml.face_reference_images USING btree (person_id, is_active, approved);","DROP INDEX CONCURRENTLY IF EXISTS ""ml"".""ml_face_reference_images_person_idx"";"
ml/screenalytics candidates,screenalytics/ml owner,ml,face_reference_images,ml_face_reference_images_review_state_idx,0,0,0,8192 bytes,64 kB,True,20260403021500,supabase/migrations/20260403021500_face_reference_identity_reset_phase2.sql,drop_review_required,no,,,,,"CREATE INDEX ml_face_reference_images_review_state_idx ON ml.face_reference_images USING btree (person_id, review_status, is_active);","DROP INDEX CONCURRENTLY IF EXISTS ""ml"".""ml_face_reference_images_review_state_idx"";"
ml/screenalytics candidates,screenalytics/ml owner,ml,screentime_runs,ml_screentime_runs_result_ingest_status_idx,0,0,0,16 kB,264 kB,True,20260407150000,supabase/migrations/20260407150000_screentime_result_contract_fields.sql,drop_review_required,no,,,,,"CREATE INDEX ml_screentime_runs_result_ingest_status_idx ON ml.screentime_runs USING btree (result_ingest_status, completed_at DESC);","DROP INDEX CONCURRENTLY IF EXISTS ""ml"".""ml_screentime_runs_result_ingest_status_idx"";"
ml/screenalytics candidates,screenalytics/ml owner,ml,screentime_runs,ml_screentime_runs_video_asset_idx,0,0,0,16 kB,264 kB,True,20260402183000,supabase/migrations/20260402183000_create_ml_retained_runtime_tables.sql,drop_review_required,no,,,,,"CREATE INDEX ml_screentime_runs_video_asset_idx ON ml.screentime_runs USING btree (video_asset_id, created_at DESC);","DROP INDEX CONCURRENTLY IF EXISTS ""ml"".""ml_screentime_runs_video_asset_idx"";"
ml/screenalytics candidates,screenalytics/ml owner,screenalytics,cast_screentime_publish_versions,cast_screentime_publish_versions_published_at_idx,0,0,0,16 kB,96 kB,True,0183,supabase/migrations/0183_cast_screentime_publish_and_flashbacks.sql,drop_review_required,no,,,,,CREATE INDEX cast_screentime_publish_versions_published_at_idx ON screenalytics.cast_screentime_publish_versions USING btree (published_at DESC);,"DROP INDEX CONCURRENTLY IF EXISTS ""screenalytics"".""cast_screentime_publish_versions_published_at_idx"";"
ml/screenalytics candidates,screenalytics/ml owner,screenalytics,cast_screentime_reference_fingerprints,cast_screentime_reference_fingerprints_video_asset_idx,0,0,0,16 kB,112 kB,True,0183,supabase/migrations/0183_cast_screentime_publish_and_flashbacks.sql,drop_review_required,no,,,,,"CREATE INDEX cast_screentime_reference_fingerprints_video_asset_idx ON screenalytics.cast_screentime_reference_fingerprints USING btree (video_asset_id, created_at DESC);","DROP INDEX CONCURRENTLY IF EXISTS ""screenalytics"".""cast_screentime_reference_fingerprints_video_asset_idx"";"
ml/screenalytics candidates,screenalytics/ml owner,screenalytics,cast_screentime_reference_fingerprints,screenalytics_cast_screentime_reference_fingerprints_episode_id,0,0,0,16 kB,112 kB,True,,,drop_review_required,no,,,,,CREATE INDEX screenalytics_cast_screentime_reference_fingerprints_episode_id ON screenalytics.cast_screentime_reference_fingerprints USING btree (episode_id);,"DROP INDEX CONCURRENTLY IF EXISTS ""screenalytics"".""screenalytics_cast_screentime_reference_fingerprints_episode_id"";"
ml/screenalytics candidates,screenalytics/ml owner,screenalytics,cast_screentime_reference_fingerprints,screenalytics_cast_screentime_reference_fingerprints_run_id_idx,0,0,0,16 kB,112 kB,True,20260402213000,supabase/migrations/20260402213000_supabase_connection_index_hardening.sql,drop_review_required,no,,,,,CREATE INDEX screenalytics_cast_screentime_reference_fingerprints_run_id_idx ON screenalytics.cast_screentime_reference_fingerprints USING btree (run_id);,"DROP INDEX CONCURRENTLY IF EXISTS ""screenalytics"".""screenalytics_cast_screentime_reference_fingerprints_run_id_idx"";"
ml/screenalytics candidates,screenalytics/ml owner,screenalytics,cast_screentime_reference_fingerprints,screenalytics_cast_screentime_reference_fingerprints_season_id_,0,0,0,16 kB,112 kB,True,,,drop_review_required,no,,,,,CREATE INDEX screenalytics_cast_screentime_reference_fingerprints_season_id_ ON screenalytics.cast_screentime_reference_fingerprints USING btree (season_id) WHERE (season_id IS NOT NULL);,"DROP INDEX CONCURRENTLY IF EXISTS ""screenalytics"".""screenalytics_cast_screentime_reference_fingerprints_season_id_"";"
ml/screenalytics candidates,screenalytics/ml owner,screenalytics,cast_screentime_suggestion_decisions,cast_screentime_suggestion_decisions_run_idx,0,0,0,8192 bytes,72 kB,True,0185,supabase/migrations/0185_cast_screentime_review_state_and_title_refs.sql,drop_review_required,no,,,,,"CREATE INDEX cast_screentime_suggestion_decisions_run_idx ON screenalytics.cast_screentime_suggestion_decisions USING btree (run_id, decided_at DESC);","DROP INDEX CONCURRENTLY IF EXISTS ""screenalytics"".""cast_screentime_suggestion_decisions_run_idx"";"
